,,.,A1_1,A1_2,A1_3,B1_1,B1_2,B1_3,A2_1,A2_2,A2_3,B2_1,B2_2,B2_3,y1,y2,y3
1,.,1.0,-0.007,-0.071,0.348,-0.308,-0.226,0.509,-0.113,0.207,-0.104,-0.109,0.488,0.057,0.054,0.206,-0.272
1,A1_1,-0.007,1.0,-0.201,0.091,0.307,0.543,0.132,-0.293,0.275,0.058,-0.428,0.25,-0.12,-0.188,0.584,0.079
1,A1_2,-0.071,-0.201,1.0,-0.519,-0.37,-0.376,-0.356,0.104,0.06,0.312,0.034,-0.101,-0.39,-0.143,-0.171,0.183
1,A1_3,0.348,0.091,-0.519,1.0,0.005,0.254,0.444,0.044,-0.185,0.194,-0.292,0.127,0.406,-0.32,-0.052,0.036
1,B1_1,-0.308,0.307,-0.37,0.005,1.0,0.041,0.061,0.062,0.331,-0.063,-0.565,-0.146,-0.317,-0.219,0.146,0.085
1,B1_2,-0.226,0.543,-0.376,0.254,0.041,1.0,-0.305,-0.418,-0.075,0.202,-0.14,-0.28,-0.021,0.116,0.226,0.049
1,B1_3,0.509,0.132,-0.356,0.444,0.061,-0.305,1.0,0.448,-0.179,-0.281,-0.013,0.614,0.242,0.048,0.122,-0.263
1,A2_1,-0.113,-0.293,0.104,0.044,0.062,-0.418,0.448,1.0,-0.556,-0.153,-0.039,0.101,0.058,-0.068,-0.165,-0.36
1,A2_2,0.207,0.275,0.06,-0.185,0.331,-0.075,-0.179,-0.556,1.0,-0.18,-0.261,0.121,-0.137,-0.278,0.062,0.07
1,A2_3,-0.104,0.058,0.312,0.194,-0.063,0.202,-0.281,-0.153,-0.18,1.0,-0.358,-0.157,-0.284,-0.358,0.081,0.386
1,B2_1,-0.109,-0.428,0.034,-0.292,-0.565,-0.14,-0.013,-0.039,-0.261,-0.358,1.0,-0.165,0.395,0.358,-0.413,-0.041
1,B2_2,0.488,0.25,-0.101,0.127,-0.146,-0.28,0.614,0.101,0.121,-0.157,-0.165,1.0,0.041,0.161,0.274,-0.146
1,B2_3,0.057,-0.12,-0.39,0.406,-0.317,-0.021,0.242,0.058,-0.137,-0.284,0.395,0.041,1.0,-0.199,0.032,-0.197
1,y1,0.054,-0.188,-0.143,-0.32,-0.219,0.116,0.048,-0.068,-0.278,-0.358,0.358,0.161,-0.199,1.0,0.138,-0.27
1,y2,0.206,0.584,-0.171,-0.052,0.146,0.226,0.122,-0.165,0.062,0.081,-0.413,0.274,0.032,0.138,1.0,-0.294
1,y3,-0.272,0.079,0.183,0.036,0.085,0.049,-0.263,-0.36,0.07,0.386,-0.041,-0.146,-0.197,-0.27,-0.294,1.0
2,.,1.0,-0.004,-0.073,0.348,-0.308,-0.224,0.508,-0.117,0.21,-0.106,-0.108,0.488,0.057,0.055,0.207,-0.273
2,A1_1,-0.004,1.0,-0.2,0.091,0.308,0.545,0.133,-0.292,0.275,0.059,-0.427,0.251,-0.119,-0.19,0.583,0.077
2,A1_2,-0.073,-0.2,1.0,-0.519,-0.371,-0.376,-0.356,0.104,0.06,0.313,0.033,-0.101,-0.391,-0.142,-0.17,0.184
2,A1_3,0.348,0.091,-0.519,1.0,0.005,0.254,0.443,0.044,-0.186,0.195,-0.292,0.127,0.406,-0.32,-0.052,0.037
2,B1_1,-0.308,0.308,-0.371,0.005,1.0,0.042,0.063,0.063,0.331,-0.064,-0.565,-0.145,-0.316,-0.218,0.147,0.084
2,B1_2,-0.224,0.545,-0.376,0.254,0.042,1.0,-0.302,-0.416,-0.075,0.201,-0.14,-0.278,-0.02,0.116,0.226,0.047
2,B1_3,0.508,0.133,-0.356,0.443,0.063,-0.302,1.0,0.448,-0.179,-0.281,-0.01,0.616,0.244,0.047,0.122,-0.265
2,A2_1,-0.117,-0.292,0.104,0.044,0.063,-0.416,0.448,1.0,-0.557,-0.153,-0.038,0.102,0.059,-0.068,-0.165,-0.359
2,A2_2,0.21,0.275,0.06,-0.186,0.331,-0.075,-0.179,-0.557,1.0,-0.18,-0.261,0.12,-0.138,-0.279,0.062,0.07
2,A2_3,-0.106,0.059,0.313,0.195,-0.064,0.201,-0.281,-0.153,-0.18,1.0,-0.358,-0.157,-0.284,-0.357,0.082,0.386
2,B2_1,-0.108,-0.427,0.033,-0.292,-0.565,-0.14,-0.01,-0.038,-0.261,-0.358,1.0,-0.163,0.395,0.358,-0.413,-0.042
2,B2_2,0.488,0.251,-0.101,0.127,-0.145,-0.278,0.616,0.102,0.12,-0.157,-0.163,1.0,0.043,0.16,0.273,-0.148
2,B2_3,0.057,-0.119,-0.391,0.406,-0.316,-0.02,0.244,0.059,-0.138,-0.284,0.395,0.043,1.0,-0.199,0.033,-0.198
2,y1,0.055,-0.19,-0.142,-0.32,-0.218,0.116,0.047,-0.068,-0.279,-0.357,0.358,0.16,-0.199,1.0,0.136,-0.27
