,,.,A1_1,A1_2,A1_3,B1_1,B1_2,B1_3,A2_1,A2_2,A2_3,B2_1,B2_2,B2_3,y1,y2,y3
0,.,1.0,-0.247,-0.104,-0.264,-0.409,-0.121,-0.041,0.241,0.156,0.561,-0.347,0.159,-0.286,-0.31,0.111,0.055
0,A1_1,-0.247,1.0,0.056,-0.118,0.078,0.101,0.664,-0.289,-0.151,-0.401,0.126,-0.05,0.023,0.178,-0.227,0.015
0,A1_2,-0.104,0.056,1.0,-0.041,-0.174,0.008,0.12,0.313,0.27,0.087,0.405,0.62,0.295,-0.305,-0.228,-0.224
0,A1_3,-0.264,-0.118,-0.041,1.0,0.236,-0.08,0.323,-0.073,-0.328,-0.612,0.355,-0.036,-0.007,-0.213,0.348,-0.083
0,B1_1,-0.409,0.078,-0.174,0.236,1.0,0.032,-0.028,-0.055,-0.02,-0.41,-0.179,-0.684,-0.177,0.489,-0.222,0.306
0,B1_2,-0.121,0.101,0.008,-0.08,0.032,1.0,0.181,-0.258,0.115,0.223,-0.345,-0.019,-0.094,0.069,-0.026,0.038
0,B1_3,-0.041,0.664,0.12,0.323,-0.028,0.181,1.0,-0.303,-0.079,-0.469,0.184,-0.029,-0.009,-0.295,-0.107,-0.269
0,A2_1,0.241,-0.289,0.313,-0.073,-0.055,-0.258,-0.303,1.0,0.095,0.476,0.007,0.208,0.138,-0.104,0.177,-0.101
0,A2_2,0.156,-0.151,0.27,-0.328,-0.02,0.115,-0.079,0.095,1.0,0.311,0.143,0.096,0.058,0.185,0.078,0.154
0,A2_3,0.561,-0.401,0.087,-0.612,-0.41,0.223,-0.469,0.476,0.311,1.0,-0.474,0.173,-0.111,-0.206,0.039,0.098
0,B2_1,-0.347,0.126,0.405,0.355,-0.179,-0.345,0.184,0.007,0.143,-0.474,1.0,0.452,0.291,-0.064,0.098,-0.269
0,B2_2,0.159,-0.05,0.62,-0.036,-0.684,-0.019,-0.029,0.208,0.096,0.173,0.452,1.0,0.372,-0.388,0.058,-0.31
0,B2_3,-0.286,0.023,0.295,-0.007,-0.177,-0.094,-0.009,0.138,0.058,-0.111,0.291,0.372,1.0,-0.227,0.402,0.218
0,y1,-0.31,0.178,-0.305,-0.213,0.489,0.069,-0.295,-0.104,0.185,-0.206,-0.064,-0.388,-0.227,1.0,-0.043,0.216
0,y2,0.111,-0.227,-0.228,0.348,-0.222,-0.026,-0.107,0.177,0.078,0.039,0.098,0.058,0.402,-0.043,1.0,0.431
0,y3,0.055,0.015,-0.224,-0.083,0.306,0.038,-0.269,-0.101,0.154,0.098,-0.269,-0.31,0.218,0.216,0.431,1.0
1,.,1.0,-0.247,-0.107,-0.263,-0.407,-0.122,-0.04,0.239,0.152,0.56,-0.349,0.156,-0.288,-0.31,0.11,0.056
1,A1_1,-0.247,1.0,0.056,-0.118,0.078,0.102,0.664,-0.288,-0.151,-0.4,0.126,-0.05,0.024,0.179,-0.227,0.015
1,A1_2,-0.107,0.056,1.0,-0.041,-0.175,0.007,0.119,0.313,0.27,0.087,0.405,0.62,0.293,-0.305,-0.228,-0.225
1,A1_3,-0.263,-0.118,-0.041,1.0,0.236,-0.08,0.323,-0.072,-0.328,-0.612,0.355,-0.035,-0.007,-0.213,0.349,-0.083
1,B1_1,-0.407,0.078,-0.175,0.236,1.0,0.031,-0.027,-0.055,-0.021,-0.411,-0.179,-0.685,-0.176,0.489,-0.222,0.307
1,B1_2,-0.122,0.102,0.007,-0.08,0.031,1.0,0.181,-0.258,0.114,0.222,-0.347,-0.021,-0.095,0.07,-0.025,0.039
1,B1_3,-0.04,0.664,0.119,0.323,-0.027,0.181,1.0,-0.303,-0.08,-0.469,0.184,-0.03,-0.009,-0.295,-0.107,-0.268
1,A2_1,0.239,-0.288,0.313,-0.072,-0.055,-0.258,-0.303,1.0,0.096,0.476,0.007,0.208,0.137,-0.103,0.178,-0.1
1,A2_2,0.152,-0.151,0.27,-0.328,-0.021,0.114,-0.08,0.096,1.0,0.311,0.143,0.094,0.057,0.185,0.078,0.155
1,A2_3,0.56,-0.4,0.087,-0.612,-0.411,0.222,-0.469,0.476,0.311,1.0,-0.474,0.172,-0.112,-0.206,0.04,0.098
1,B2_1,-0.349,0.126,0.405,0.355,-0.179,-0.347,0.184,0.007,0.143,-0.474,1.0,0.452,0.291,-0.065,0.099,-0.269
1,B2_2,0.156,-0.05,0.62,-0.035,-0.685,-0.021,-0.03,0.208,0.094,0.172,0.452,1.0,0.372,-0.389,0.059,-0.309
1,B2_3,-0.288,0.024,0.293,-0.007,-0.176,-0.095,-0.009,0.137,0.057,-0.112,0.291,0.372,1.0,-0.227,0.403,0.219
1,y1,-0.31,0.179,-0.305,-0.213,0.489,0.07,-0.295,-0.103,0.185,-0.206,-0.065,-0.389,-0.227,1.0,-0.044,0.216
1,y2,0.11,-0.227,-0.228,0.349,-0.222,-0.025,-0.107,0.178,0.078,0.04,0.099,0.059,0.403,-0.044,1.0,0.431
1,y3,0.056,0.015,-0.225,-0.083,0.307,0.039,-0.268,-0.1,0.155,0.098,-0.269,-0.309,0.219,0.216,0.431,1.0
2,.,1.0,-0.246,-0.109,-0.263,-0.406,-0.121,-0.04,0.237,0.15,0.559,-0.351,0.154,-0.29,-0.31,0.11,0.057
2,A1_1,-0.246,1.0,0.056,-0.118,0.078,0.102,0.664,-0.287,-0.151,-0.4,0.127,-0.05,0.024,0.179,-0.227,0.015
2,A1_2,-0.109,0.056,1.0,-0.041,-0.176,0.005,0.118,0.314,0.269,0.087,0.405,0.62,0.292,-0.305,-0.228,-0.225
2,A1_3,-0.263,-0.118,-0.041,1.0,0.236,-0.08,0.322,-0.071,-0.327,-0.612,0.355,-0.035,-0.006,-0.213,0.35,-0.083
2,B1_1,-0.406,0.078,-0.176,0.236,1.0,0.031,-0.027,-0.056,-0.021,-0.412,-0.179,-0.686,-0.175,0.489,-0.222,0.308
2,B1_2,-0.121,0.102,0.005,-0.08,0.031,1.0,0.181,-0.259,0.113,0.222,-0.348,-0.022,-0.096,0.07,-0.025,0.04
2,B1_3,-0.04,0.664,0.118,0.322,-0.027,0.181,1.0,-0.303,-0.081,-0.469,0.183,-0.03,-0.009,-0.295,-0.106,-0.267
2,A2_1,0.237,-0.287,0.314,-0.071,-0.056,-0.259,-0.303,1.0,0.097,0.477,0.007,0.207,0.136,-0.103,0.179,-0.1
2,A2_2,0.15,-0.151,0.269,-0.327,-0.021,0.113,-0.081,0.097,1.0,0.311,0.142,0.092,0.056,0.186,0.078,0.155
2,A2_3,0.559,-0.4,0.087,-0.612,-0.412,0.222,-0.469,0.477,0.311,1.0,-0.474,0.172,-0.113,-0.206,0.04,0.098
2,B2_1,-0.351,0.127,0.405,0.355,-0.179,-0.348,0.183,0.007,0.142,-0.474,1.0,0.452,0.292,-0.065,0.1,-0.268
2,B2_2,0.154,-0.05,0.62,-0.035,-0.686,-0.022,-0.03,0.207,0.092,0.172,0.452,1.0,0.371,-0.389,0.059,-0.309
2,B2_3,-0.29,0.024,0.292,-0.006,-0.175,-0.096,-0.009,0.136,0.056,-0.113,0.292,0.371,1.0,-0.227,0.403,0.22
2,y1,-0.31,0.179,-0.305,-0.213,0.489,0.07,-0.295,-0.103,0.186,-0.206,-0.065,-0.389,-0.227,1.0,-0.045,0.215
2,y2,0.11,-0.227,-0.228,0.35,-0.222,-0.025,-0.106,0.179,0.078,0.04,0.1,0.059,0.403,-0.045,1.0,0.43
2,y3,0.057,0.015,-0.225,-0.083,0.308,0.04,-0.267,-0.1,0.155,0.098,-0.268,-0.309,0.22,0.215,0.43,1.0
3,.,1.0,-0.245,-0.11,-0.263,-0.405,-0.121,-0.038,0.236,0.147,0.558,-0.352,0.152,-0.292,-0.311,0.108,0.056
3,A1_1,-0.245,1.0,0.056,-0.119,0.079,0.101,0.664,-0.287,-0.151,-0.4,0.127,-0.049,0.024,0.179,-0.227,0.015
3,A1_2,-0.11,0.056,1.0,-0.041,-0.177,0.004,0.117,0.314,0.269,0.087,0.405,0.62,0.291,-0.305,-0.228,-0.225
3,A1_3,-0.263,-0.119,-0.041,1.0,0.236,-0.081,0.322,-0.07,-0.326,-0.611,0.356,-0.035,-0.006,-0.213,0.351,-0.082
3,B1_1,-0.405,0.079,-0.177,0.236,1.0,0.03,-0.026,-0.056,-0.021,-0.412,-0.18,-0.687,-0.174,0.488,-0.221,0.309
3,B1_2,-0.121,0.101,0.004,-0.081,0.03,1.0,0.18,-0.26,0.112,0.22,-0.349,-0.024,-0.098,0.071,-0.025,0.041
