,,.,A1_1,A1_2,A1_3,B1_1,B1_2,B1_3,A2_1,A2_2,A2_3,B2_1,B2_2,B2_3,y1,y2,y3
1,.,1.0,-0.12,-0.127,0.108,0.059,0.088,0.255,0.003,-0.207,-0.059,0.215,0.212,0.079,0.1,0.058,-0.017
1,A1_1,-0.12,1.0,0.171,0.059,0.02,-0.078,-0.099,0.251,-0.163,0.055,-0.056,-0.289,0.068,-0.165,-0.43,0.203
1,A1_2,-0.127,0.171,1.0,-0.019,0.008,-0.213,-0.113,0.103,0.097,0.146,0.038,-0.158,0.043,-0.113,-0.103,0.048
1,A1_3,0.108,0.059,-0.019,1.0,0.069,-0.024,-0.106,0.043,-0.013,-0.034,0.06,0.332,0.082,-0.026,-0.305,0.105
1,B1_1,0.059,0.02,0.008,0.069,1.0,-0.138,0.186,-0.022,0.024,0.035,-0.039,0.115,-0.162,-0.049,-0.278,0.081
1,B1_2,0.088,-0.078,-0.213,-0.024,-0.138,1.0,0.162,0.092,-0.007,-0.036,0.086,0.06,0.166,0.125,0.113,0.01
1,B1_3,0.255,-0.099,-0.113,-0.106,0.186,0.162,1.0,0.074,-0.161,0.009,0.167,0.17,-0.217,0.002,0.201,-0.002
1,A2_1,0.003,0.251,0.103,0.043,-0.022,0.092,0.074,1.0,-0.037,-0.147,0.384,-0.149,-0.039,-0.155,-0.01,0.24
1,A2_2,-0.207,-0.163,0.097,-0.013,0.024,-0.007,-0.161,-0.037,1.0,0.163,-0.123,0.011,-0.074,0.057,0.064,-0.004
1,A2_3,-0.059,0.055,0.146,-0.034,0.035,-0.036,0.009,-0.147,0.163,1.0,-0.091,-0.056,0.148,-0.014,-0.092,0.139
1,B2_1,0.215,-0.056,0.038,0.06,-0.039,0.086,0.167,0.384,-0.123,-0.091,1.0,0.048,-0.089,-0.029,0.162,0.03
1,B2_2,0.212,-0.289,-0.158,0.332,0.115,0.06,0.17,-0.149,0.011,-0.056,0.048,1.0,-0.06,0.11,0.144,-0.061
1,B2_3,0.079,0.068,0.043,0.082,-0.162,0.166,-0.217,-0.039,-0.074,0.148,-0.089,-0.06,1.0,0.07,-0.127,-0.113
1,y1,0.1,-0.165,-0.113,-0.026,-0.049,0.125,0.002,-0.155,0.057,-0.014,-0.029,0.11,0.07,1.0,-0.021,-0.027
1,y2,0.058,-0.43,-0.103,-0.305,-0.278,0.113,0.201,-0.01,0.064,-0.092,0.162,0.144,-0.127,-0.021,1.0,0.06
1,y3,-0.017,0.203,0.048,0.105,0.081,0.01,-0.002,0.24,-0.004,0.139,0.03,-0.061,-0.113,-0.027,0.06,1.0
2,.,1.0,-0.11,-0.129,0.136,0.053,0.086,0.252,0.007,-0.204,-0.073,0.195,0.202,0.055,0.111,0.045,-0.019
2,A1_1,-0.11,1.0,0.176,0.06,0.024,-0.083,-0.1,0.254,-0.159,0.06,-0.056,-0.286,0.067,-0.175,-0.433,0.197
2,A1_2,-0.129,0.176,1.0,-0.017,0.017,-0.212,-0.108,0.107,0.101,0.152,0.042,-0.151,0.047,-0.122,-0.109,0.042
2,A1_3,0.136,0.06,-0.017,1.0,0.075,-0.027,-0.105,0.042,-0.013,-0.032,0.062,0.333,0.083,-0.04,-0.315,0.095
2,B1_1,0.053,0.024,0.017,0.075,1.0,-0.13,0.189,-0.012,0.028,0.029,-0.025,0.126,-0.155,-0.056,-0.284,0.072
2,B1_2,0.086,-0.083,-0.212,-0.027,-0.13,1.0,0.161,0.093,-0.011,-0.05,0.094,0.068,0.168,0.127,0.112,0.01
2,B1_3,0.252,-0.1,-0.108,-0.105,0.189,0.161,1.0,0.08,-0.161,-0.001,0.17,0.174,-0.221,0.001,0.198,-0.003
2,A2_1,0.007,0.254,0.107,0.042,-0.012,0.093,0.08,1.0,-0.035,-0.142,0.387,-0.142,-0.033,-0.165,-0.018,0.233
2,A2_2,-0.204,-0.159,0.101,-0.013,0.028,-0.011,-0.161,-0.035,1.0,0.167,-0.121,0.013,-0.074,0.051,0.059,-0.006
2,A2_3,-0.073,0.06,0.152,-0.032,0.029,-0.05,-0.001,-0.142,0.167,1.0,-0.1,-0.064,0.137,-0.012,-0.087,0.143
2,B2_1,0.195,-0.056,0.042,0.062,-0.025,0.094,0.17,0.387,-0.121,-0.1,1.0,0.062,-0.081,-0.03,0.156,0.026
2,B2_2,0.202,-0.286,-0.151,0.333,0.126,0.068,0.174,-0.142,0.013,-0.064,0.062,1.0,-0.051,0.104,0.136,-0.067
2,B2_3,0.055,0.067,0.047,0.083,-0.155,0.168,-0.221,-0.033,-0.074,0.137,-0.081,-0.051,1.0,0.076,-0.122,-0.109
2,y1,0.111,-0.175,-0.122,-0.04,-0.056,0.127,0.001,-0.165,0.051,-0.012,-0.03,0.104,0.076,1.0,-0.012,-0.024
2,y2,0.045,-0.433,-0.109,-0.315,-0.284,0.112,0.198,-0.018,0.059,-0.087,0.156,0.136,-0.122,-0.012,1.0,0.069
2,y3,-0.019,0.197,0.042,0.095,0.072,0.01,-0.003,0.233,-0.006,0.143,0.026,-0.067,-0.109,-0.024,0.069,1.0
3,.,1.0,-0.101,-0.131,0.161,0.041,0.079,0.244,0.008,-0.202,-0.085,0.169,0.186,0.028,0.118,0.03,-0.022
3,A1_1,-0.101,1.0,0.182,0.062,0.027,-0.088,-0.101,0.257,-0.153,0.066,-0.055,-0.282,0.065,-0.184,-0.437,0.19
3,A1_2,-0.131,0.182,1.0,-0.013,0.025,-0.21,-0.104,0.112,0.107,0.159,0.046,-0.145,0.051,-0.132,-0.116,0.036
3,A1_3,0.161,0.062,-0.013,1.0,0.081,-0.03,-0.103,0.043,-0.012,-0.029,0.063,0.332,0.085,-0.056,-0.326,0.084
3,B1_1,0.041,0.027,0.025,0.081,1.0,-0.116,0.195,-0.002,0.032,0.022,-0.005,0.142,-0.142,-0.064,-0.29,0.061
3,B1_2,0.079,-0.088,-0.21,-0.03,-0.116,1.0,0.164,0.094,-0.015,-0.065,0.107,0.081,0.173,0.127,0.11,0.009
3,B1_3,0.244,-0.101,-0.104,-0.103,0.195,0.164,1.0,0.085,-0.161,-0.013,0.178,0.181,-0.219,0.0,0.193,-0.007
3,A2_1,0.008,0.257,0.112,0.043,-0.002,0.094,0.085,1.0,-0.031,-0.136,0.389,-0.133,-0.026,-0.175,-0.028,0.225
3,A2_2,-0.202,-0.153,0.107,-0.012,0.032,-0.015,-0.161,-0.031,1.0,0.172,-0.119,0.013,-0.074,0.044,0.053,-0.009
3,A2_3,-0.085,0.066,0.159,-0.029,0.022,-0.065,-0.013,-0.136,0.172,1.0,-0.111,-0.072,0.123,-0.01,-0.082,0.147
3,B2_1,0.169,-0.055,0.046,0.063,-0.005,0.107,0.178,0.389,-0.119,-0.111,1.0,0.081,-0.066,-0.032,0.147,0.021
3,B2_2,0.186,-0.282,-0.145,0.332,0.142,0.081,0.181,-0.133,0.013,-0.072,0.081,1.0,-0.038,0.097,0.125,-0.074
